frame,latency_ms,num_trackers,critical,warning,safe
1524,165.9255027770996,4,0,3,1
1525,150.27737617492676,4,0,3,1
1526,150.8619785308838,4,0,3,1
1527,159.21378135681152,4,0,3,1
1528,146.8513011932373,3,0,2,1
1529,142.22431182861328,3,0,2,1
1530,149.30152893066406,3,0,2,1
1531,164.42441940307617,3,0,2,1
1532,165.95149040222168,3,0,2,1
1533,148.40316772460938,3,0,2,1
1534,161.99350357055664,3,0,2,1
1535,146.28052711486816,3,0,2,1
1536,140.08045196533203,3,0,2,1
1537,153.55229377746582,3,0,2,1
1538,142.52185821533203,3,0,2,1
1539,165.8477783203125,3,0,2,1
1540,156.19134902954102,3,0,2,1
1541,162.48273849487305,3,0,2,1
1542,159.25908088684082,3,0,2,1
1543,147.2330093383789,3,0,2,1
1544,168.82634162902832,3,0,2,1
1545,164.55864906311035,3,0,2,1
1546,151.13377571105957,3,0,2,1
1547,153.00488471984863,3,0,2,1
1548,146.3949680328369,3,0,2,1
1549,165.5266284942627,3,0,2,1
1550,166.8992042541504,4,0,3,1
1551,152.0676612854004,3,0,2,1
1552,141.54720306396484,3,0,2,1
1553,132.92956352233887,3,0,2,1
1554,148.6196517944336,3,0,2,1
1555,151.503324508667,3,0,2,1
1556,155.9457778930664,3,0,2,1
1557,131.68740272521973,3,0,2,1
1558,156.83507919311523,4,0,3,1
1559,156.91590309143066,3,0,2,1
1560,151.56173706054688,3,0,2,1
1561,147.37200736999512,4,0,3,1
1562,148.85354042053223,3,0,2,1
1563,144.81091499328613,3,0,2,1
1564,147.49693870544434,3,0,2,1
1565,158.1716537475586,3,0,2,1
1566,159.196138381958,3,0,2,1
1567,166.1088466644287,3,0,2,1
1568,164.25514221191406,3,0,2,1
1569,164.66522216796875,3,0,2,1
1570,150.38371086120605,3,0,2,1
1571,153.65052223205566,3,0,2,1
1572,155.47513961791992,4,0,3,1
1573,146.32630348205566,4,0,3,1
1574,139.6188735961914,4,0,3,1
1575,138.89598846435547,4,0,3,1
1576,164.5197868347168,4,0,3,1
1577,167.40179061889648,4,0,3,1
1578,166.03636741638184,3,0,2,1
1579,159.49749946594238,3,0,2,1
1580,166.51630401611328,4,0,3,1
1581,162.59145736694336,3,0,2,1
1582,145.56479454040527,3,0,2,1
1583,145.66564559936523,3,0,2,1
1584,167.63734817504883,3,0,2,1
1585,163.0849838256836,3,0,2,1
1586,155.4889678955078,3,0,2,1
1587,130.39684295654297,3,0,2,1
1588,131.5927505493164,5,0,3,2
1589,153.72729301452637,2,0,1,1
1590,163.16962242126465,3,0,2,1
1591,157.6101779937744,3,0,2,1
1592,158.3116054534912,4,0,3,1
1593,163.70177268981934,4,0,3,1
1594,163.7136936187744,3,0,2,1
1595,150.65670013427734,3,0,2,1
1596,145.93005180358887,3,0,2,1
1597,148.8337516784668,3,0,2,1
1598,145.24102210998535,3,0,2,1
1599,151.9029140472412,3,0,2,1
1600,146.17133140563965,4,0,3,1
1601,151.90792083740234,3,0,2,1
1602,163.15054893493652,3,0,2,1
1603,155.3027629852295,4,0,3,1
1604,144.73462104797363,3,0,2,1
1605,161.8666648864746,3,0,2,1
1606,162.4622344970703,3,0,2,1
1607,151.8383026123047,3,0,2,1
1608,145.86734771728516,3,0,2,1
1609,144.3350315093994,3,0,2,1
1610,159.82651710510254,3,0,2,1
1611,154.91032600402832,3,0,2,1
1612,153.19108963012695,3,0,2,1
1613,141.8473720550537,3,0,2,1
1614,144.70720291137695,3,0,2,1
1615,144.41561698913574,3,0,2,1
1616,148.55217933654785,3,0,2,1
1617,153.9163589477539,3,0,2,1
1618,163.4974479675293,3,0,2,1
1619,151.71384811401367,3,0,2,1
1620,152.740478515625,3,1,1,1
1621,181.72788619995117,3,1,1,1
1622,151.84903144836426,3,0,2,1
1623,163.98262977600098,3,0,2,1
1624,166.94140434265137,3,0,2,1
1625,163.8772487640381,3,0,2,1
1626,187.02173233032227,3,0,2,1
1627,161.31019592285156,3,0,2,1
1628,151.77011489868164,3,0,2,1
1629,149.70803260803223,3,0,2,1
1630,153.66101264953613,3,0,2,1
1631,164.21175003051758,4,0,2,2
1632,164.62302207946777,4,0,2,2
1633,148.78511428833008,4,0,2,2
1634,150.85411071777344,5,0,3,2
1635,143.49746704101562,5,0,3,2
1636,153.33127975463867,5,0,3,2
1637,153.3181667327881,5,0,3,2
1638,156.0533046722412,5,1,2,2
1639,149.90544319152832,5,1,2,2
1640,151.79204940795898,4,1,1,2
1641,146.76260948181152,4,1,1,2
1642,150.0082015991211,4,1,1,2
1643,138.6282444000244,4,1,1,2
1644,149.4147777557373,4,1,1,2
1645,134.45138931274414,4,1,1,2
1646,147.8261947631836,4,1,1,2
1647,155.7011604309082,4,1,1,2
1648,159.7757339477539,4,1,1,2
1649,163.5270118713379,5,1,2,2
1650,154.9363136291504,5,1,2,2
1651,159.1331958770752,5,1,2,2
1652,133.50844383239746,5,1,2,2
1653,149.75380897521973,5,1,2,2
1654,153.12671661376953,5,1,2,2
1655,153.57279777526855,5,1,2,2
1656,141.16382598876953,3,1,0,2
1657,158.98680686950684,4,1,1,2
1658,164.95299339294434,4,1,1,2
1659,151.65996551513672,4,1,1,2
1660,130.7985782623291,4,1,1,2
1661,131.7431926727295,4,1,1,2
1662,142.67444610595703,4,1,1,2
1663,142.27724075317383,4,1,1,2
1664,161.8950366973877,4,1,1,2
1665,162.41121292114258,4,1,1,2
1666,160.89534759521484,4,0,2,2
1667,163.7098789215088,4,1,1,2
1668,162.05382347106934,4,1,1,2
1669,165.45414924621582,4,1,1,2
1670,166.2445068359375,4,1,1,2
1671,152.00304985046387,4,1,1,2
1672,149.18971061706543,4,1,1,2
1673,140.5313014984131,4,0,2,2
1674,145.6320285797119,4,0,2,2
1675,162.31489181518555,5,0,3,2
1676,149.80125427246094,5,1,2,2
1677,148.07868003845215,3,1,0,2
1678,148.4997272491455,4,1,1,2
1679,159.27577018737793,4,1,1,2
1680,161.2544059753418,4,1,1,2
1681,150.59542655944824,4,1,1,2
1682,153.2907485961914,4,1,1,2
1683,166.0630702972412,4,1,1,2
1684,166.7346954345703,5,1,2,2
1685,147.94492721557617,3,0,1,2
1686,154.69622611999512,4,0,2,2
1687,165.9541130065918,5,0,3,2
1688,139.97459411621094,5,0,3,2
1689,157.81259536743164,5,0,3,2
1690,145.33495903015137,5,0,3,2
1691,149.93023872375488,5,0,3,2
1692,144.16217803955078,4,0,2,2
1693,160.5682373046875,4,0,2,2
1694,165.27605056762695,5,0,3,2
1695,149.67703819274902,4,0,2,2
1696,151.8416404724121,4,0,2,2
1697,194.00572776794434,4,0,2,2
1698,161.6053581237793,4,0,2,2
1699,150.8786678314209,4,0,2,2
1700,152.64415740966797,4,0,2,2
1701,136.95383071899414,4,0,2,2
1702,137.51745223999023,4,0,2,2
1703,126.1756420135498,4,0,2,2
1704,147.6762294769287,4,0,2,2
1705,143.31650733947754,4,0,2,2
1706,158.12230110168457,4,0,2,2
1707,142.87495613098145,4,0,2,2
1708,136.1689567565918,4,0,3,1
1709,161.42964363098145,4,1,2,1
1710,146.58331871032715,5,2,2,1
1711,129.25362586975098,5,2,2,1
1712,140.64717292785645,4,1,2,1
1713,153.1515121459961,4,1,2,1
1714,141.8020725250244,5,2,2,1
1715,160.82072257995605,5,2,2,1
1716,157.56988525390625,4,1,2,1
1717,142.91644096374512,4,1,1,2
1718,162.88137435913086,5,2,1,2
1719,155.2131175994873,5,2,1,2
1720,146.65579795837402,5,2,1,2
1721,139.15562629699707,5,2,1,2
1722,137.32457160949707,5,2,1,2
1723,144.0904140472412,3,0,1,2
1724,160.92348098754883,4,0,2,2
1725,158.1437587738037,4,0,2,2
1726,154.19602394104004,4,0,2,2
1727,144.05274391174316,4,0,2,2
1728,160.94970703125,3,0,2,1
1729,153.02085876464844,4,0,2,2
1730,142.88854598999023,4,0,2,2
1731,126.00040435791016,3,0,2,1
1732,151.75533294677734,3,0,2,1
1733,157.5002670288086,3,0,2,1
1734,139.36614990234375,3,0,2,1
1735,127.26449966430664,3,0,2,1
1736,153.68056297302246,3,0,2,1
1737,161.31353378295898,3,0,2,1
1738,161.5891456604004,3,0,2,1
1739,147.95160293579102,3,0,2,1
1740,131.20365142822266,3,0,2,1
1741,148.41341972351074,3,0,2,1
1742,130.69939613342285,3,0,2,1
1743,149.0161418914795,3,0,2,1
1744,144.93370056152344,3,0,2,1
1745,143.15223693847656,3,0,2,1
1746,129.929780960083,4,0,3,1
1747,139.06240463256836,3,0,2,1
1748,144.80233192443848,3,0,2,1
1749,126.57713890075684,3,0,2,1
1750,145.51234245300293,3,0,2,1
1751,142.69709587097168,3,0,2,1
1752,143.7551975250244,4,0,3,1
1753,137.02654838562012,3,0,2,1
1754,140.46478271484375,3,0,2,1
1755,159.9898338317871,4,0,3,1
1756,160.51650047302246,4,0,3,1
1757,158.82158279418945,4,0,3,1
1758,162.62078285217285,2,0,1,1
1759,143.58782768249512,3,0,2,1
1760,139.13464546203613,3,0,2,1
1761,143.48554611206055,3,0,2,1
1762,140.65051078796387,3,0,2,1
1763,135.6639862060547,3,1,1,1
1764,189.24951553344727,3,1,1,1
1765,139.33181762695312,3,1,1,1
1766,146.9571590423584,3,1,1,1
1767,156.21685981750488,3,1,1,1
1768,163.67721557617188,3,1,2,0
1769,134.11426544189453,3,1,1,1
1770,124.35603141784668,3,1,1,1
1771,122.15733528137207,3,1,1,1
1772,123.20303916931152,3,1,1,1
1773,119.5521354675293,3,1,1,1
1774,122.06411361694336,3,0,2,1
1775,120.58448791503906,3,0,2,1
1776,122.06149101257324,4,0,2,2
1777,113.49010467529297,4,0,3,1
1778,118.81303787231445,4,0,3,1
1779,145.42150497436523,4,0,3,1
1780,119.66538429260254,4,0,3,1
1781,126.07145309448242,4,0,2,2
1782,119.06838417053223,4,0,2,2
1783,117.68960952758789,4,0,2,2
1784,115.63801765441895,4,0,2,2
1785,117.55514144897461,4,0,2,2
1786,118.0562973022461,4,0,2,2
1787,119.55451965332031,4,0,2,2
1788,117.0351505279541,4,0,2,2
1789,120.17440795898438,4,0,2,2
1790,119.03762817382812,4,0,2,2
1791,123.55446815490723,4,0,2,2
1792,118.52860450744629,4,0,2,2
1793,120.01657485961914,4,0,2,2
1794,121.56820297241211,4,0,2,2
1795,128.5696029663086,4,0,2,2
1796,120.66459655761719,4,0,2,2
1797,116.5616512298584,4,0,3,1
1798,121.5662956237793,4,0,2,2
1799,118.06559562683105,3,0,2,1
1800,119.06981468200684,4,0,2,2
